team_id,player_id,Aiming,Contact,Cunning,Determination,Discipline,Insight,Intimidation,Lift,Muscle,Selflessness,Vision,Wisdom,Accuracy,Control,Defiance,Guts,Persuasion,Presence,Rotation,Stamina,Stuff,Velocity,Greed,Performance,Speed,Stealth,Acrobatics,Agility,Arm,Awareness,Composure,Dexterity,Luck,Patience,Reaction
6805db0dac48194de3cd4160,6805db0dac48194de3cd4170,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,2.0,4.0,3.0,1.0,1.0,0.0,4.0,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
6805db0dac48194de3cd4160,6805db0dac48194de3cd4171,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.0,0.0,4.0,3.0,2.0,0.0,1.0,1.0,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
6805db0dac48194de3cd4160,6805db0dac48194de3cd4172,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,2.0,1.0,2.0,0.0,1.0,1.0,1.0,3.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
68065ab9709b8b12f78c2a9e,68419a20f7b5d3bf791d6be7,2.0,3.0,3.0,0.0,3.0,2.0,4.0,3.0,6.0,1.0,3.0,0.0,3.0,1.0,0.0,2.0,2.0,4.0,2.0,4.0,2.0,2.0,4.0,3.0,1.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,2.0,2.0,4.0
68065ab9709b8b12f78c2a9e,68419a6f08b7fc5e21e8af97,2.0,4.0,3.0,4.0,2.0,4.0,0.0,4.0,2.0,1.0,5.0,2.0,0.0,0.0,2.0,3.0,2.0,3.0,4.0,3.0,1.0,4.0,0.0,2.0,4.0,5.0,4.0,3.0,4.0,1.0,4.0,4.0,1.0,0.0,4.0
68065ab9709b8b12f78c2a9e,68419a94f415a392f734007e,2.0,4.0,4.0,4.0,3.0,4.0,4.0,0.0,3.0,2.0,1.0,3.0,3.0,2.0,1.0,1.0,1.0,0.0,3.0,1.0,2.0,2.0,3.0,7.0,3.0,2.0,0.0,3.0,3.0,3.0,4.0,3.0,2.0,3.0,4.0
68065ab9709b8b12f78c2a9e,68419ab6896f631e9d6894b4,4.0,3.0,3.0,0.0,0.0,4.0,2.0,4.0,3.0,3.0,6.0,3.0,1.0,3.0,0.0,3.0,4.0,2.0,2.0,4.0,1.0,2.0,1.0,5.0,2.0,3.0,2.0,1.0,1.0,4.0,3.0,3.0,4.0,2.0,4.0
68065ab9709b8b12f78c2a9e,68419ae1f415a392f7340084,4.0,4.0,2.0,4.0,3.0,7.0,1.0,2.0,2.0,4.0,2.0,3.0,1.0,1.0,0.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,4.0,3.0,2.0,3.0,2.0,0.0,1.0,3.0,3.0,3.0,2.0,5.0
68065ab9709b8b12f78c2a9e,68419b04183c892d88a101a1,4.0,4.0,4.0,4.0,4.0,1.0,3.0,5.0,1.0,2.0,5.0,3.0,3.0,4.0,3.0,2.0,3.0,1.0,3.0,3.0,1.0,3.0,2.0,7.0,3.0,5.0,3.0,3.0,2.0,4.0,4.0,0.0,2.0,2.0,4.0
68065ab9709b8b12f78c2a9e,68419b28ec9dc637cfd0cfaa,3.0,4.0,3.0,3.0,2.0,3.0,3.0,3.0,5.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,1.0,1.0,2.0,2.0,1.0,3.0,1.0,4.0,1.0,2.0,3.0,4.0,1.0,3.0,4.0,2.0,1.0
68065ab9709b8b12f78c2a9e,68419b5a183c892d88a101a5,3.0,4.0,3.0,1.0,3.0,2.0,2.0,4.0,4.0,2.0,3.0,5.0,1.0,2.0,2.0,2.0,2.0,4.0,3.0,2.0,2.0,4.0,1.0,4.0,2.0,3.0,3.0,3.0,3.0,4.0,1.0,3.0,3.0,1.0,4.0
68065ab9709b8b12f78c2a9e,68419b8f925dd4f9d72ac38a,2.0,6.0,0.0,3.0,1.0,4.0,3.0,3.0,4.0,4.0,2.0,5.0,4.0,1.0,4.0,4.0,4.0,4.0,0.0,1.0,2.0,3.0,2.0,5.0,5.0,1.0,3.0,0.0,0.0,1.0,3.0,0.0,4.0,4.0,3.0
68065ab9709b8b12f78c2a9e,68419bac554d8039701f1ced,2.0,4.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,0.0,1.0,0.0,3.0,4.0,2.0,1.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,1.0,0.0,1.0,1.0,3.0,4.0,3.0,1.0,1.0,1.0,2.0,3.0
68065ab9709b8b12f78c2a9e,6805db0cac48194de3cd403b,1.0,1.0,1.0,6.0,2.0,4.0,1.0,3.0,2.0,2.0,2.0,1.0,5.0,3.0,1.0,3.0,1.0,4.0,2.0,5.0,5.0,2.0,1.0,1.0,3.0,4.0,3.0,4.0,0.0,0.0,4.0,0.0,0.0,3.0,2.0
68065ab9709b8b12f78c2a9e,68419bfeed58166c1895b05d,2.0,1.0,2.0,0.0,1.0,1.0,1.0,2.0,1.0,4.0,3.0,4.0,0.0,3.0,4.0,6.0,2.0,2.0,5.0,4.0,2.0,4.0,0.0,3.0,4.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,4.0,3.0,3.0
68065ab9709b8b12f78c2a9e,68419c34e63d9bb872889fcd,1.0,1.0,4.0,2.0,4.0,2.0,2.0,2.0,2.0,4.0,2.0,0.0,1.0,3.0,4.0,2.0,3.0,1.0,2.0,5.0,3.0,3.0,0.0,0.0,3.0,4.0,3.0,2.0,1.0,2.0,2.0,1.0,2.0,3.0,4.0
68065ab9709b8b12f78c2a9e,68419c52925dd4f9d72ac391,2.0,3.0,2.0,2.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,3.0,2.0,2.0,3.0,6.0,2.0,4.0,5.0,4.0,0.0,2.0,1.0,3.0,0.0,1.0,2.0,4.0,2.0,4.0,1.0,2.0,3.0
68065ab9709b8b12f78c2a9e,68419c70554d8039701f1cf2,3.0,1.0,4.0,2.0,2.0,4.0,3.0,3.0,3.0,1.0,3.0,0.0,4.0,2.0,4.0,2.0,1.0,2.0,3.0,3.0,3.0,2.0,4.0,4.0,3.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,1.0,0.0,2.0
68065ab9709b8b12f78c2a9e,68419c93f7b5d3bf791d6bee,3.0,4.0,3.0,1.0,4.0,4.0,1.0,4.0,0.0,3.0,1.0,0.0,2.0,3.0,2.0,1.0,4.0,4.0,1.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,0.0,3.0,1.0,3.0,1.0,4.0,0.0,2.0
68065ab9709b8b12f78c2a9e,68419cad925dd4f9d72ac392,2.0,2.0,2.0,1.0,1.0,1.0,2.0,3.0,0.0,2.0,2.0,2.0,3.0,1.0,3.0,4.0,3.0,3.0,1.0,3.0,3.0,1.0,4.0,4.0,4.0,3.0,3.0,4.0,1.0,2.0,3.0,3.0,3.0,4.0,1.0
68065ab9709b8b12f78c2a9e,68419ccbe63d9bb872889fd1,0.0,4.0,0.0,1.0,1.0,3.0,1.0,1.0,0.0,0.0,1.0,4.0,2.0,3.0,4.0,2.0,2.0,2.0,4.0,4.0,3.0,4.0,1.0,1.0,4.0,2.0,1.0,3.0,4.0,1.0,3.0,4.0,1.0,1.0,2.0
68066e2b9edf4f7b46032650,684112e3925dd4f9d72ac075,3.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,1.0,2.0,3.0,1.0,3.0,1.0,1.0,2.0,2.0,0.0,1.0,4.0,4.0,3.0,0.0,4.0,4.0,4.0,2.0,1.0,2.0,4.0,2.0,2.0
68066e2b9edf4f7b46032650,6841148c295b2368c0ac778d,3.0,5.0,3.0,4.0,3.0,4.0,3.0,6.0,2.0,2.0,2.0,1.0,2.0,2.0,4.0,0.0,3.0,3.0,0.0,3.0,2.0,2.0,2.0,3.0,3.0,1.0,4.0,3.0,1.0,3.0,1.0,4.0,1.0,3.0,3.0
68066e2b9edf4f7b46032650,684114aef415a392f733fd81,2.0,1.0,0.0,2.0,3.0,1.0,4.0,2.0,1.0,1.0,4.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,4.0,0.0,1.0,1.0,3.0,0.0,4.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0
68066e2b9edf4f7b46032650,68411376ec9dc637cfd0cca4,2.0,4.0,1.0,2.0,4.0,3.0,4.0,2.0,2.0,1.0,1.0,3.0,1.0,3.0,2.0,2.0,1.0,1.0,1.0,4.0,4.0,3.0,2.0,1.0,3.0,4.0,0.0,4.0,1.0,4.0,4.0,2.0,2.0,1.0,3.0
68066e2b9edf4f7b46032650,68411393925dd4f9d72ac07e,2.0,5.0,0.0,4.0,1.0,4.0,3.0,2.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,0.0,3.0,3.0,3.0,2.0,4.0,3.0,4.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,4.0
68066e2b9edf4f7b46032650,684113bf554d8039701f19a2,2.0,1.0,3.0,2.0,4.0,3.0,3.0,2.0,0.0,2.0,2.0,0.0,2.0,3.0,2.0,4.0,1.0,0.0,1.0,2.0,4.0,4.0,5.0,2.0,4.0,2.0,2.0,3.0,1.0,4.0,4.0,2.0,2.0,4.0,1.0
68066e2b9edf4f7b46032650,684114a108b7fc5e21e8ad01,3.0,0.0,1.0,1.0,0.0,4.0,3.0,3.0,3.0,1.0,3.0,1.0,4.0,4.0,0.0,0.0,2.0,5.0,4.0,1.0,1.0,1.0,2.0,0.0,2.0,2.0,4.0,2.0,3.0,3.0,3.0,4.0,2.0,2.0,2.0
68066e2b9edf4f7b46032650,684113d6554d8039701f19a5,2.0,1.0,2.0,3.0,2.0,4.0,3.0,2.0,2.0,3.0,2.0,3.0,0.0,2.0,2.0,2.0,4.0,0.0,1.0,3.0,3.0,3.0,1.0,2.0,4.0,3.0,3.0,3.0,4.0,1.0,4.0,3.0,2.0,3.0,2.0
68066e2b9edf4f7b46032650,684114138ba62cf2ce8d9134,4.0,3.0,4.0,2.0,1.0,3.0,2.0,3.0,2.0,2.0,1.0,3.0,2.0,4.0,4.0,3.0,2.0,1.0,2.0,4.0,1.0,3.0,1.0,3.0,3.0,1.0,1.0,2.0,3.0,1.0,2.0,2.0,0.0,1.0,1.0
68066e2b9edf4f7b46032650,68411433f7b5d3bf791d6978,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
68066e2b9edf4f7b46032650,68411449183c892d88a0ff0d,1.0,1.0,4.0,0.0,2.0,3.0,3.0,1.0,2.0,3.0,2.0,3.0,2.0,4.0,3.0,1.0,4.0,3.0,2.0,0.0,4.0,5.0,nan,nan,nan,nan,2.0,0.0,2.0,4.0,3.0,3.0,5.0,2.0,3.0
68066e2b9edf4f7b46032650,6841135708b7fc5e21e8ace2,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
68066e2b9edf4f7b46032650,6841146408b7fc5e21e8acfa,3.0,2.0,4.0,1.0,4.0,3.0,0.0,3.0,0.0,0.0,3.0,0.0,4.0,4.0,2.0,3.0,1.0,2.0,3.0,3.0,4.0,4.0,nan,nan,nan,nan,1.0,3.0,1.0,2.0,2.0,4.0,4.0,1.0,3.0
68066e2b9edf4f7b46032650,684113cee2d7557e153cc654,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
68066e2b9edf4f7b46032650,68411477183c892d88a0ff13,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,5.0,2.0,3.0,3.0,3.0,3.0,0.0,3.0,2.0,2.0,nan,nan,nan,nan,3.0,3.0,0.0,3.0,4.0,1.0,1.0,0.0,1.0
68066e2b9edf4f7b46032650,68411496925dd4f9d72ac09e,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
68066e2b9edf4f7b46032650,6841132d08b7fc5e21e8acde,1.0,2.0,2.0,0.0,2.0,0.0,3.0,1.0,0.0,1.0,0.0,2.0,2.0,3.0,4.0,1.0,3.0,2.0,2.0,4.0,1.0,1.0,0.0,3.0,0.0,0.0,1.0,1.0,4.0,1.0,4.0,2.0,2.0,3.0,1.0
68066e2b9edf4f7b46032650,68411458925dd4f9d72ac096,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
68067036709b8b12f78c2c2c,6840fd63e63d9bb87288987c,4.0,2.0,3.0,0.0,2.0,5.0,2.0,3.0,5.0,4.0,0.0,3.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
68067036709b8b12f78c2c2c,6840fdb3ed58166c1895aa1d,1.0,1.0,1.0,5.0,1.0,3.0,2.0,2.0,8.0,3.0,0.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
68067036709b8b12f78c2c2c,6840fdd2925dd4f9d72abd02,0.0,3.0,1.0,4.0,4.0,3.0,2.0,5.0,1.0,3.0,4.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
68067036709b8b12f78c2c2c,6840fdec295b2368c0ac73d6,4.0,2.0,1.0,2.0,0.0,2.0,0.0,4.0,4.0,2.0,5.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.0,1.0,2.0,1.0,3.0,3.0,3.0,4.0,1.0
68067036709b8b12f78c2c2c,6840fe06183c892d88a0fbba,1.0,6.0,2.0,2.0,1.0,3.0,2.0,0.0,3.0,0.0,3.0,3.0,2.0,3.0,3.0,3.0,4.0,2.0,3.0,2.0,4.0,1.0,nan,nan,nan,nan,3.0,0.0,1.0,1.0,1.0,3.0,2.0,2.0,4.0
68067036709b8b12f78c2c2c,6840fe3cec9dc637cfd0c970,4.0,5.0,2.0,2.0,3.0,1.0,3.0,0.0,1.0,1.0,3.0,2.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4.0,0.0,1.0,3.0,4.0,1.0,5.0,4.0,3.0
68067036709b8b12f78c2c2c,6840fe55f415a392f733fa10,1.0,2.0,2.0,4.0,3.0,1.0,3.0,2.0,3.0,1.0,4.0,2.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
68067036709b8b12f78c2c2c,6840fe80e2d7557e153cc354,1.0,6.0,4.0,4.0,4.0,1.0,3.0,4.0,3.0,2.0,3.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
68067036709b8b12f78c2c2c,6840fea1554d8039701f1657,1.0,0.0,2.0,4.0,2.0,2.0,3.0,3.0,1.0,3.0,2.0,2.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2.0,5.0,4.0,5.0,nan,nan,nan,nan,nan,nan,nan,nan,nan
68067036709b8b12f78c2c2c,6840fec8f415a392f733fa3b,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
68067036709b8b12f78c2c2c,6840fee5f415a392f733fa4d,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.0,3.0,3.0,2.0,1.0,2.0,2.0,3.0,2.0,3.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
68067036709b8b12f78c2c2c,6840fef6925dd4f9d72abd75,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.0,4.0,1.0,1.0,2.0,3.0,2.0,1.0,3.0,3.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
68067036709b8b12f78c2c2c,6840ff06554d8039701f168e,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
68067036709b8b12f78c2c2c,6840ff1ae63d9bb87288993d,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
68067036709b8b12f78c2c2c,6840ff2af7b5d3bf791d66ac,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.0,2.0,0.0,3.0,3.0,1.0,2.0,2.0,2.0,2.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
68067036709b8b12f78c2c2c,6840ff44183c892d88a0fc38,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,5.0,3.0,3.0,2.0,4.0,3.0,0.0,2.0,1.0,5.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
68067036709b8b12f78c2c2c,6840ff58ed58166c1895aac9,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
68067036709b8b12f78c2c2c,6840ff6bec9dc637cfd0c9f1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
68068590709b8b12f78c2d22,68410019e2d7557e153cc416,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
68068590709b8b12f78c2d22,684100608d67c531e89fdf60,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
68068590709b8b12f78c2d22,6841009aec9dc637cfd0ca54,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
68068590709b8b12f78c2d22,6843370ae63d9bb87288a275,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
68068590709b8b12f78c2d22,6846e14c5fc0f93e7fa38ce2,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
68068590709b8b12f78c2d22,6846e15b5fc0f93e7fa38ce5,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
68068590709b8b12f78c2d22,6846e18c3a29cec29f263bb3,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
68068590709b8b12f78c2d22,6846e198784d19cf3a0b4cfd,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
68068590709b8b12f78c2d22,6846e1ae1b769f231bbc9f98,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
68068590709b8b12f78c2d22,6846e5d77f88ef9dbc1670b3,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
68068590709b8b12f78c2d22,6846e60a3a29cec29f263bbd,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
68068590709b8b12f78c2d22,6846e68bbb00de6f9bb798b6,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
68068590709b8b12f78c2d22,6846e6b9bbfad0069a6d4fde,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
68068590709b8b12f78c2d22,6846e6e65fc0f93e7fa38cf6,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
68068590709b8b12f78c2d22,6846e6f8784d19cf3a0b4d05,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
68068590709b8b12f78c2d22,6846e705784d19cf3a0b4d0a,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
68068590709b8b12f78c2d22,6846e7271b769f231bbc9fac,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
